emp_no,first_name,last_name,birth_date,from_date,to_date
257469,Anyuan,Hanratty,1/22/1965,1/6/1988,1/1/9999
257484,Shaowei,Nicolson,1/1/1965,12/7/1986,1/1/9999
258028,Mountaz,Reinhart,1/7/1965,7/3/2001,1/1/9999
258124,Mariusz,Zolotykh,1/17/1965,7/28/1990,1/1/9999
258470,Weiwu,Butner,1/4/1965,2/14/1995,1/1/9999
258643,Przemyslawa,Esposito,1/11/1965,2/27/1992,1/1/9999
259042,Xiaoqiang,Farrow,1/12/1965,1/1/1997,1/1/9999
259237,Palash,Gammage,1/27/1965,10/23/1987,1/1/9999
259273,Xiahua,Gomatam,1/22/1965,12/1/1989,1/1/9999
259611,Shuichi,Marrakchi,1/27/1965,8/21/1990,1/1/9999
259619,Conal,Magliocco,1/21/1965,5/9/1992,1/1/9999
259718,Stepehn,Bouloucos,1/24/1965,12/13/1993,1/1/9999
260153,Mingdong,Baar,1/28/1965,10/14/1991,1/1/9999
260249,Vugranam,Beausoleil,1/22/1965,5/14/1998,1/1/9999
260361,Reinhold,Rahier,1/25/1965,10/9/1997,1/1/9999
260399,Hatem,Birsak,1/30/1965,4/10/1989,1/1/9999
260408,Sasan,Brookner,1/19/1965,9/3/1996,1/1/9999
260501,Dzung,Pargas,1/14/1965,5/17/1990,1/1/9999
261184,Masako,Kornatzky,1/30/1965,8/29/1987,1/1/9999
261631,Jianhua,Huttel,1/8/1965,2/23/1998,1/1/9999
261662,Berni,Assaf,1/11/1965,9/8/1989,1/1/9999
261737,Mark,Lindqvist,1/23/1965,11/22/1990,1/1/9999
261986,Gila,Ramsak,1/21/1965,5/13/1997,1/1/9999
261990,Volkmar,Czaja,1/16/1965,4/1/1992,1/1/9999
262208,Mrinalini,Holburn,1/16/1965,5/23/1987,1/1/9999
262210,Chinho,Bottner,1/22/1965,7/29/1985,1/1/9999
262328,Mayuko,Vural,1/3/1965,12/24/1997,1/1/9999
262439,Lorien,Lagarias,1/30/1965,10/10/1985,1/1/9999
262636,Tamiya,Reutenauer,1/4/1965,4/10/1992,1/1/9999
262752,Pramod,Bierman,1/4/1965,12/12/1997,1/1/9999
262928,Piyush,Gill,1/1/1965,2/20/1995,1/1/9999
263012,Hideo,Buchter,1/9/1965,5/1/1999,1/1/9999
263186,Danny,Lowrie,1/22/1965,9/13/1995,1/1/9999
263370,Shakhar,Ranze,1/3/1965,5/29/1999,1/1/9999
263439,Atreye,Kabayashi,1/9/1965,12/15/1986,1/1/9999
263645,Mingsen,Lally,1/19/1965,12/4/1990,1/1/9999
263649,Mechthild,Zongker,1/17/1965,7/26/1993,1/1/9999
263926,Fusako,Schwartzbauer,1/3/1965,4/7/1985,1/1/9999
264030,Zdislav,Solares,1/15/1965,12/14/1990,1/1/9999
264167,Baoqiu,Tomescu,1/25/1965,5/1/1996,1/1/9999
264322,Leandro,Swist,1/3/1965,1/6/1991,1/1/9999
264626,Noritoshi,Bakhtari,1/13/1965,2/3/1993,1/1/9999
264939,Bogdan,Bahi,1/10/1965,2/13/1999,1/1/9999
265039,Navid,Staudhammer,1/3/1965,10/18/1992,1/1/9999
265521,Kensei,Salverda,1/4/1965,5/25/1993,1/1/9999
265558,Susuma,Kleiser,1/31/1965,8/2/1987,1/1/9999
265794,Miquel,Halloran,1/15/1965,1/14/1994,1/1/9999
265875,Fan,Marsiglia,1/20/1965,9/3/1989,1/1/9999
266206,Zsolt,Anily,2/1/1965,8/19/1985,1/1/9999
266249,Sumant,Nishimukai,1/15/1965,3/28/1991,1/1/9999
266310,Zvonko,Serdy,1/23/1965,6/24/1987,1/1/9999
266644,Anwar,Gubsky,1/8/1965,8/9/1993,1/1/9999
266862,Mart,Plumb,1/10/1965,4/21/1986,1/1/9999
266881,Mokhtar,Sabnani,1/11/1965,2/4/1997,1/1/9999
267059,Moie,Tempesti,1/9/1965,6/29/1991,1/1/9999
267227,Susuma,Tagansky,1/10/1965,1/22/1995,1/1/9999
267304,Jordanka,Axelband,1/6/1965,6/27/1994,1/1/9999
267667,Irena,Kaiserswerth,1/5/1965,9/5/1987,1/1/9999
268043,Narain,Mikschl,1/28/1965,11/2/1997,1/1/9999
268191,LiMin,Teitelbaum,1/7/1965,11/1/1990,1/1/9999
269728,Naftali,Kragelund,1/12/1965,5/16/1987,1/1/9999
270084,Ulises,Frolund,1/11/1965,7/26/1986,1/1/9999
270716,Shunichi,Baer,1/19/1965,2/4/1998,1/1/9999
270794,Dannz,Zhang,2/1/1965,6/26/1991,1/1/9999
271106,Taisook,Kampfer,1/10/1965,11/30/1997,1/1/9999
271219,Odoardo,Tyugu,1/16/1965,11/7/1994,1/1/9999
272141,Tsutomu,Neiman,1/13/1965,7/31/1996,1/1/9999
272285,Gully,Mitchem,1/19/1965,1/22/1986,1/1/9999
272316,Surveyors,Muhling,1/5/1965,7/19/1999,1/1/9999
272452,Mitsuyuki,Isard,1/10/1965,2/27/2002,1/1/9999
272599,Holgard,Hegner,1/16/1965,7/15/1993,1/1/9999
272860,Minghong,Candan,2/1/1965,2/10/1994,1/1/9999
273159,Divine,Hofmeyr,1/26/1965,4/14/1989,1/1/9999
273286,Brigham,Asmuth,1/26/1965,1/23/1989,1/1/9999
273396,Wayne,Baba,1/10/1965,3/7/1998,1/1/9999
273806,Hongzhu,Beetstra,1/1/1965,8/18/1997,1/1/9999
273858,Gunilla,Matzen,1/13/1965,12/28/1990,1/1/9999
274071,Mingsen,Weiland,1/1/1965,10/12/1995,1/1/9999
274271,Prodip,Ritcey,1/10/1965,9/10/1986,1/1/9999
274369,Ranga,Waymire,1/29/1965,1/27/1997,1/1/9999
274813,Yefim,Pettey,1/10/1965,8/7/1993,1/1/9999
275158,Satyanarayana,Brandsma,1/7/1965,12/8/1999,1/1/9999
275263,Vojin,Laventhal,1/21/1965,10/18/1991,1/1/9999
275444,Limsoon,Leppanen,1/16/1965,1/21/1993,1/1/9999
275495,Shen,Yamaashi,1/13/1965,2/19/1995,1/1/9999
275801,Ayakannu,Heinisuo,1/22/1965,6/28/1986,1/1/9999
275881,Jiann,Munro,1/8/1965,5/18/1988,1/1/9999
275994,Uma,Prampolini,1/29/1965,2/21/1991,1/1/9999
276027,Holgard,Stavenow,1/4/1965,2/28/1986,1/1/9999
276184,Mari,Swick,1/10/1965,4/8/1991,1/1/9999
276186,Sajjad,Vecchi,1/30/1965,6/2/1993,1/1/9999
276189,Isaac,Klerer,1/10/1965,3/19/1995,1/1/9999
276445,Atilio,Randi,1/27/1965,7/2/1988,1/1/9999
276472,Hideyuki,Flanders,1/27/1965,11/10/1988,1/1/9999
276563,Gift,Solares,1/1/1965,8/1/1995,1/1/9999
276868,Alois,Sanella,1/19/1965,3/13/1998,1/1/9999
277316,Vitali,Rothenberg,1/3/1965,10/4/1989,1/1/9999
277362,Uzi,Kugler,1/9/1965,1/12/1991,1/1/9999
277420,Rayond,Schach,1/16/1965,4/22/1995,1/1/9999
277777,Herbert,Itzigehl,1/27/1965,7/4/1990,1/1/9999
277829,Michaela,Fandrianto,1/22/1965,6/2/1986,1/1/9999
278239,Boaz,Bottner,1/19/1965,2/6/1994,1/1/9999
278386,Caolyn,Poujol,1/15/1965,12/3/1995,1/1/9999
278452,Sudhanshu,Toyoshima,1/7/1965,8/29/1987,1/1/9999
278536,Munenori,Shobatake,1/14/1965,1/10/1992,1/1/9999
278549,Jaana,Werthner,1/2/1965,7/27/1989,1/1/9999
278953,Jeanna,Ghandeharizadeh,1/26/1965,8/11/1990,1/1/9999
279115,Maren,DuCasse,1/5/1965,11/29/1997,1/1/9999
279280,Niranjan,Debuse,1/9/1965,9/21/1992,1/1/9999
279791,Chiranjit,Lyonns,1/10/1965,12/24/1986,1/1/9999
280070,Niteen,Ebeling,1/24/1965,3/29/1988,1/1/9999
280291,Lenore,Badache,1/26/1965,11/24/1998,1/1/9999
280420,Jahangir,Hofting,1/31/1965,9/28/1986,1/1/9999
280525,Kish,Herbst,1/13/1965,8/18/1996,1/1/9999
280648,Heeju,Lorys,1/4/1965,12/27/1986,1/1/9999
281570,Zijian,Covnot,1/8/1965,9/13/1994,1/1/9999
281692,Khosrow,Sommen,1/6/1965,3/3/1990,1/1/9999
281848,Parke,Staylopatis,1/29/1965,7/31/1993,1/1/9999
281859,Masanao,Papastamatiou,1/17/1965,11/25/1985,1/1/9999
282191,Alper,Shinomoto,1/16/1965,10/20/1997,1/1/9999
282333,Nahla,Serdy,1/25/1965,9/9/1993,1/1/9999
282343,Xinglin,Haldar,1/13/1965,7/20/1988,1/1/9999
282547,Nahum,Codenie,1/18/1965,6/14/1999,1/1/9999
282585,Zijian,Lammel,1/3/1965,7/1/1996,1/1/9999
282894,Fay,Bellmore,1/5/1965,5/3/1989,1/1/9999
284300,Ishfaq,Mahmud,1/22/1965,11/29/1991,1/1/9999
284431,Pintsang,Fujisawa,1/25/1965,4/16/1996,1/1/9999
284561,Duri,Beznosov,1/3/1965,2/15/1988,1/1/9999
284687,Oksana,Redmiles,1/15/1965,6/22/1985,1/1/9999
284691,Theron,Ressouche,1/4/1965,8/17/1988,1/1/9999
284711,Martijn,Azevdeo,1/21/1965,2/10/1988,1/1/9999
284717,Gal,Ranta,1/11/1965,11/7/1992,1/1/9999
284856,Moto,Kobara,1/5/1965,12/12/1991,1/1/9999
284954,Anneke,Hammerschmidt,1/16/1965,1/30/1996,1/1/9999
285164,Xiaocheng,Kumaresan,1/2/1965,10/3/1994,1/1/9999
285396,Lena,Kohling,1/27/1965,10/4/1986,1/1/9999
285905,Kellyn,Bage,1/9/1965,11/4/1994,1/1/9999
285906,Arnould,Buescher,1/2/1965,3/26/1998,1/1/9999
286026,Utpal,Zaumen,1/21/1965,2/25/1991,1/1/9999
286029,Jaques,Nanard,1/28/1965,7/16/1996,1/1/9999
286370,Toshimitsu,Seuren,1/6/1965,1/19/1995,1/1/9999
286452,Behnaam,Bierbaum,1/26/1965,1/31/1999,1/1/9999
286573,Nahum,Nishimukai,1/27/1965,7/29/1994,1/1/9999
286779,Sigeru,Versino,1/24/1965,8/31/1998,1/1/9999
286986,Woody,Trelles,1/1/1965,5/23/1996,1/1/9999
287323,Steve,Dengi,2/1/1965,9/15/1999,1/1/9999
287327,Youjian,Felder,1/13/1965,7/15/1993,1/1/9999
287334,Elliott,Speer,1/5/1965,8/8/1998,1/1/9999
287482,Shigeaki,Gihr,1/1/1965,3/18/1994,1/1/9999
287583,Jovan,Hockney,1/18/1965,6/21/1990,1/1/9999
287609,Sailaja,Negoita,1/6/1965,1/20/1988,1/1/9999
287713,Aamod,Ranka,1/23/1965,12/7/1992,1/1/9999
287808,Vidar,Ozeki,1/9/1965,6/17/1996,1/1/9999
287983,Randi,Munos,1/23/1965,9/7/1990,1/1/9999
287984,Troy,Kobuchi,1/9/1965,2/12/1991,1/1/9999
288028,Kauko,Narwekar,1/22/1965,12/16/1985,1/1/9999
288142,Shay,Heystek,1/25/1965,4/1/1989,1/1/9999
288166,Masoud,Asmuth,1/11/1965,9/5/1994,1/1/9999
288560,Yifei,Birjandi,1/16/1965,2/7/1994,1/1/9999
288563,Cristinel,Gerlach,1/2/1965,1/9/1996,1/1/9999
288606,Susumu,Swiss,1/21/1965,11/15/1991,1/1/9999
288665,Horward,Khasidashvili,1/31/1965,11/19/1998,1/1/9999
288893,Bedrich,Rosenbaum,1/30/1965,1/27/1991,1/1/9999
289454,Bowen,Narwekar,1/20/1965,3/8/1985,1/1/9999
289687,Fai,Maccarone,1/31/1965,10/30/1985,1/1/9999
289807,Soenke,Lemarechal,1/4/1965,9/4/1994,1/1/9999
289909,Hilari,Vecchio,1/9/1965,4/24/1993,1/1/9999
290009,Zijian,Rindone,1/22/1965,7/9/1989,1/1/9999
290075,Boalin,Byoun,1/15/1965,10/1/1990,1/1/9999
290284,Kwangjo,Menhardt,1/8/1965,1/11/1996,1/1/9999
290441,Gregory,Collavizza,1/25/1965,9/9/1987,1/1/9999
290467,Shaowen,Poulakidas,1/29/1965,4/15/1987,1/1/9999
290478,Tsvetan,Sherertz,1/3/1965,8/7/1989,1/1/9999
290563,Shigehiro,Oxenboll,1/9/1965,2/26/1986,1/1/9999
290769,Lalit,Blokdijk,1/26/1965,2/1/1999,1/1/9999
291352,Danai,Trelles,1/7/1965,8/26/1997,1/1/9999
291612,Siamak,Gomatam,1/30/1965,7/8/1998,1/1/9999
291669,Faiza,Bach,1/4/1965,9/13/1999,1/1/9999
292110,Menkae,Showalter,1/23/1965,8/9/1996,1/1/9999
292146,Khatoun,Pulkowski,1/9/1965,1/9/2002,1/1/9999
292210,Masaru,Huhdanpaa,1/17/1965,11/23/1996,1/1/9999
292404,Hongzue,Zultner,1/28/1965,2/22/1990,1/1/9999
292504,Georgi,Bednarek,1/27/1965,3/2/1994,1/1/9999
292515,Bernd,Thummel,1/4/1965,8/3/1989,1/1/9999
292828,Ziya,Tokunaga,1/10/1965,1/8/1986,1/1/9999
293080,Hideyuki,Slaats,1/12/1965,5/30/1987,1/1/9999
293154,Syozo,Maliniak,1/21/1965,6/6/1993,1/1/9999
293280,Moti,Steenbeek,1/24/1965,1/22/1987,1/1/9999
293329,Fumiya,Griswold,1/15/1965,6/12/1986,1/1/9999
293746,Sanjay,Litecky,1/25/1965,8/27/1995,1/1/9999
293752,Jungsoon,Bail,1/4/1965,2/18/1986,1/1/9999
294144,Takanari,Ermel,1/9/1965,1/11/1992,1/1/9999
294241,Marl,Fiebach,1/12/1965,7/26/1994,1/1/9999
294446,Claudi,Ruemmler,1/27/1965,8/13/1999,1/1/9999
294461,Siddarth,Rosiles,1/14/1965,11/18/1985,1/1/9999
294527,Ashish,Candan,1/4/1965,2/2/1992,1/1/9999
294652,Hironobu,Brodie,1/27/1965,12/21/1998,1/1/9999
294791,Vesna,Lammel,1/28/1965,10/8/1999,1/1/9999
294857,Caolyn,Ozeri,1/15/1965,7/29/1986,1/1/9999
295030,Fun,Keirsey,1/1/1965,7/9/1985,1/1/9999
295236,Kauko,Fujisawa,1/24/1965,9/13/1987,1/1/9999
295254,Xuejun,Pfau,1/15/1965,7/24/1985,1/1/9999
295255,Jacopo,Bellone,1/4/1965,3/13/1988,1/1/9999
295262,Moon,Pews,1/22/1965,8/6/1994,1/1/9999
295268,Eben,Calkin,1/28/1965,12/19/1996,1/1/9999
295278,Val,Barvinok,1/4/1965,1/2/1990,1/1/9999
295411,Chiranjit,Serot,1/18/1965,4/4/1997,1/1/9999
295857,Kankanahalli,Ciolek,1/17/1965,12/26/1989,1/1/9999
296062,Shaz,Driscoll,1/29/1965,10/3/1998,1/1/9999
296303,Mariangiola,Heyers,1/28/1965,8/4/1992,1/1/9999
296428,Charmane,Simmen,1/3/1965,3/7/1989,1/1/9999
296664,Dipayan,Geffroy,1/31/1965,9/17/1987,1/1/9999
296687,Palash,Spieker,1/2/1965,5/11/1991,1/1/9999
296718,Kamakshi,Bahl,1/30/1965,12/22/1987,1/1/9999
297232,Lokesh,Saoudi,1/16/1965,5/25/1999,1/1/9999
297431,Cathie,Ratnakar,1/12/1965,6/23/1996,1/1/9999
297474,Irena,Terkki,1/13/1965,3/11/1998,1/1/9999
297905,Marc,Bahl,1/12/1965,6/18/1997,1/1/9999
297954,Sailaja,Fujisaki,1/13/1965,7/24/1995,1/1/9999
298339,King,Benzmuller,1/11/1965,9/4/1986,1/1/9999
298577,Florina,Litecky,1/11/1965,12/2/1985,1/1/9999
298953,Zita,Syang,2/1/1965,12/29/1998,1/1/9999
299346,Fumitake,Sichman,1/9/1965,2/21/1991,1/1/9999
299580,Luisa,Itzfeldt,1/21/1965,1/23/1997,1/1/9999
299718,Denny,Shobatake,1/15/1965,6/22/1997,1/1/9999
299737,Patricio,Itzfeldt,2/1/1965,5/21/1985,1/1/9999
400046,Hilari,Christ,1/12/1965,10/7/1996,1/1/9999
400358,Angus,Jullig,1/31/1965,4/13/1989,1/1/9999
400683,Kamakshi,Manders,1/28/1965,8/5/1995,1/1/9999
400780,Poornachandra,Asser,1/9/1965,11/7/1993,1/1/9999
400796,Bodo,Halevi,1/10/1965,5/30/1996,1/1/9999
401154,Danae,Kragelund,1/27/1965,5/20/1987,1/1/9999
401278,Oguz,Schurmann,1/16/1965,11/11/1986,1/1/9999
401333,Martins,Shokrollahi,1/30/1965,11/4/1986,1/1/9999
401420,Florian,Uhrig,1/6/1965,1/31/1987,1/1/9999
401574,Yannik,Falco,1/13/1965,1/15/1988,1/1/9999
402025,Shigehito,Duclos,1/20/1965,9/20/1987,1/1/9999
402102,Kersti,Granlund,1/21/1965,3/19/1995,1/1/9999
402664,Subhada,Janetzko,1/4/1965,1/25/1987,1/1/9999
402718,Jeanna,Rettelbach,1/17/1965,2/14/1990,1/1/9999
402827,Weidon,Pollacia,1/28/1965,3/24/2002,1/1/9999
403010,Toshimitsu,Sluis,1/16/1965,2/18/1985,1/1/9999
403621,Deborah,Kaminger,1/7/1965,6/4/1988,1/1/9999
403644,Krisda,Hainaut,1/19/1965,7/8/1995,1/1/9999
403954,Jeanna,Bratten,1/10/1965,7/26/1990,1/1/9999
404018,Valery,Babb,1/11/1965,10/19/1998,1/1/9999
404236,Zengping,Kakkar,1/12/1965,7/22/1988,1/1/9999
404462,Anestis,Setlzner,1/9/1965,7/13/1985,1/1/9999
404573,Eberhardt,Spelt,1/31/1965,7/5/1997,1/1/9999
404755,Manu,Junet,1/13/1965,4/20/1991,1/1/9999
404788,Basem,Beausoleil,1/16/1965,3/16/1998,1/1/9999
405015,Morris,Fargier,1/2/1965,6/29/1988,1/1/9999
405063,Yechezkel,Yurov,1/26/1965,11/16/2001,1/1/9999
406125,Georgi,Portugali,1/25/1965,9/27/1987,1/1/9999
406239,Marek,Tomescu,1/9/1965,5/15/1995,1/1/9999
406564,Parviz,Picco,1/25/1965,4/16/1995,1/1/9999
406714,Malu,Ossenbruggen,2/1/1965,11/21/1986,1/1/9999
406847,Alexius,Crouzet,1/24/1965,10/5/1999,1/1/9999
407522,Tommaso,Raczkowsky,1/25/1965,8/29/1996,1/1/9999
407837,Fei,Erez,2/1/1965,4/2/1988,1/1/9999
408019,Shridhar,Chleq,1/1/1965,3/22/1986,1/1/9999
408114,Geoffrey,Ladret,1/5/1965,1/3/1994,1/1/9999
408163,Irene,Sethi,1/21/1965,8/12/2000,1/1/9999
408417,Tsz,Daescu,1/19/1965,9/28/1994,1/1/9999
408437,Uno,Solares,1/29/1965,9/22/1994,1/1/9999
408447,Mayuri,Werthner,1/13/1965,2/20/2001,1/1/9999
408654,Yongqiao,Cochrane,1/9/1965,10/27/1986,1/1/9999
408953,Jolita,Claffy,1/26/1965,12/24/1993,1/1/9999
409391,Willard,Verspoor,1/6/1965,2/28/1999,1/1/9999
409798,Dekang,Tsunoo,1/15/1965,1/19/1995,1/1/9999
409805,Frazer,Candan,1/15/1965,3/5/1999,1/1/9999
409898,Divier,Ishibashi,2/1/1965,9/22/1989,1/1/9999
410028,Xiadong,McClurg,1/11/1965,9/17/1985,1/1/9999
410372,Duri,Mitina,1/8/1965,3/4/1990,1/1/9999
410433,Kazuhisa,Riesenhuber,1/19/1965,10/6/1992,1/1/9999
410616,Gudjon,Kalorkoti,1/18/1965,4/14/1994,1/1/9999
410804,Ronnie,Denos,1/17/1965,6/8/1992,1/1/9999
410881,Koichi,Grabner,1/6/1965,4/5/2000,1/1/9999
411070,Otmar,Brandsma,1/29/1965,5/28/1987,1/1/9999
411082,Martine,Cangellaris,1/8/1965,4/28/1992,1/1/9999
411143,Goncalo,Barbanera,1/8/1965,9/1/1996,1/1/9999
412404,Mitsuyuki,Jeansoulin,1/15/1965,10/28/1999,1/1/9999
412757,Leen,Peak,1/3/1965,11/20/1999,1/1/9999
413098,Hsiangchu,Taubenfeld,1/26/1965,4/17/1993,1/1/9999
413205,Mototsugu,Prampolini,1/9/1965,6/12/1988,1/1/9999
413666,Remco,Duclos,1/5/1965,4/18/1988,1/1/9999
413729,Harjit,Ernst,1/2/1965,4/26/1992,1/1/9999
413831,Mohamadou,Grabner,1/9/1965,11/25/1991,1/1/9999
413832,Marco,Jahnichen,1/24/1965,3/28/1995,1/1/9999
414027,Tadanori,Msuda,1/31/1965,2/20/1993,1/1/9999
414091,Wuxu,Kuhnemann,1/17/1965,8/19/1997,1/1/9999
414543,Bernd,Anick,1/3/1965,11/19/1988,1/1/9999
414551,Elliott,Copas,1/22/1965,9/13/1994,1/1/9999
414662,Ipke,Schneeberger,1/21/1965,9/20/1985,1/1/9999
414714,Chinho,Delgrande,1/6/1965,11/7/1996,1/1/9999
414814,Dayanand,Wielonsky,1/28/1965,2/28/1999,1/1/9999
414897,Juyoung,Willoner,1/17/1965,11/3/1989,1/1/9999
415187,Juyoung,Peltason,1/3/1965,9/1/1998,1/1/9999
415338,Shigeo,Emmart,1/22/1965,12/24/1995,1/1/9999
415363,Conal,Shackell,1/19/1965,2/23/1995,1/1/9999
415563,Mrinalini,Bierbaum,1/21/1965,3/12/1986,1/1/9999
416074,Alain,Lieberherr,1/8/1965,5/11/1987,1/1/9999
416383,Nectarios,Itschner,1/29/1965,3/2/1990,1/1/9999
416420,Adamantios,Heemskerk,1/22/1965,8/8/1986,1/1/9999
416492,Kannan,Meriste,1/15/1965,8/12/1992,1/1/9999
416660,Nathalie,Luke,1/28/1965,9/16/1987,1/1/9999
416720,Tokuyasu,Xiaoshan,1/14/1965,9/19/1991,1/1/9999
416877,Gio,Orsini,1/2/1965,12/7/1988,1/1/9999
416892,Shooichi,Vandervoorde,1/3/1965,8/16/1996,1/1/9999
417435,Bouchung,Zaumen,1/3/1965,1/29/1999,1/1/9999
418239,Josyula,Motley,1/3/1965,3/26/1996,1/1/9999
418247,Oscar,Oppitz,1/8/1965,7/27/2002,1/1/9999
418298,Arvin,Pusterhofer,1/8/1965,3/2/1995,1/1/9999
418309,Danel,Petereit,1/24/1965,2/21/1985,1/1/9999
418380,Kazuhiko,Gornas,1/2/1965,5/20/1993,1/1/9999
418566,Kazuhide,Snedden,1/27/1965,6/14/1996,1/1/9999
418606,Michaela,Otillio,1/11/1965,1/5/1994,1/1/9999
418717,Arunachalam,Magliocco,1/20/1965,12/23/1987,1/1/9999
418860,Ymte,Dalton,2/1/1965,11/22/1992,1/1/9999
419099,Heon,Broomell,1/15/1965,5/6/1998,1/1/9999
419953,Ung,Orlowski,1/29/1965,7/22/1991,1/1/9999
420086,Susuma,Kitsuregawa,1/27/1965,5/28/1985,1/1/9999
420476,Mariangiola,Bolsens,1/28/1965,6/15/1985,1/1/9999
420557,Mabhin,Eastman,1/6/1965,8/2/1989,1/1/9999
420694,Frazer,Barbanera,1/19/1965,11/4/1986,1/1/9999
420732,Willard,Morrin,1/6/1965,5/27/1996,1/1/9999
420759,Raimond,Solovay,1/4/1965,10/3/1997,1/1/9999
420765,Shawna,Krider,1/17/1965,3/9/1990,1/1/9999
420877,Khosrow,Erez,1/29/1965,2/11/1990,1/1/9999
421022,Shigeaki,Butner,1/26/1965,7/13/1996,1/1/9999
421033,Garnik,Randt,1/14/1965,12/23/1989,1/1/9999
421074,Zhaofang,Falster,1/7/1965,6/29/1994,1/1/9999
421312,Mariangiola,Bashian,1/13/1965,9/18/1999,1/1/9999
421384,Renny,Bednarek,1/2/1965,6/1/1987,1/1/9999
421755,Shichao,Thiria,1/3/1965,1/11/1989,1/1/9999
422146,Kenton,Miara,1/8/1965,3/13/2002,1/1/9999
422783,Jagoda,Uhrig,1/18/1965,9/1/1995,1/1/9999
423038,Takushi,Strehl,1/20/1965,10/4/1988,1/1/9999
423204,Uma,Stranks,1/8/1965,9/13/1991,1/1/9999
423208,Joydip,Krone,1/19/1965,2/8/1995,1/1/9999
423214,Tsutomu,Tetzlaff,1/31/1965,9/24/1987,1/1/9999
423327,Constantijn,Lichtman,1/27/1965,6/26/1994,1/1/9999
423350,Heping,Monarch,1/4/1965,4/15/1988,1/1/9999
423633,Mariusz,Tokunaga,1/30/1965,2/11/1985,1/1/9999
423993,Seshu,Kolvik,1/1/1965,12/9/1988,1/1/9999
424569,Danco,Luff,1/14/1965,10/30/1997,1/1/9999
424584,Kagan,Dredge,2/1/1965,2/26/1994,1/1/9999
424685,Changho,Veevers,1/10/1965,3/3/1997,1/1/9999
424797,Theron,Itschner,1/19/1965,5/16/1985,1/1/9999
424805,Jacqueline,Zallocco,1/24/1965,12/17/1987,1/1/9999
424930,Xuejun,Reeker,1/19/1965,11/18/1988,1/1/9999
424984,Vasilis,Waleschkowski,1/11/1965,5/26/1996,1/1/9999
425437,Moni,Staudhammer,1/3/1965,3/23/1999,1/1/9999
425535,Alagu,Vieri,1/18/1965,8/23/1986,1/1/9999
425540,Paddy,Zumaque,1/3/1965,11/12/1995,1/1/9999
425757,Yongdong,Jiang,1/18/1965,1/31/1995,1/1/9999
425780,Paris,Range,1/15/1965,10/25/1989,1/1/9999
425830,Guther,Conia,1/30/1965,2/13/1999,1/1/9999
425875,Jahangir,Kroft,1/19/1965,6/11/1990,1/1/9999
426153,Shahaf,Luce,1/16/1965,4/6/1999,1/1/9999
426168,Kaijung,Mateescu,1/10/1965,11/18/1987,1/1/9999
426228,Supot,Badache,1/17/1965,8/17/1996,1/1/9999
426235,Danco,Rajala,1/31/1965,3/29/1991,1/1/9999
426644,Zejun,Broomell,1/13/1965,1/19/1995,1/1/9999
426706,Karsten,Kawashima,1/7/1965,3/15/1994,1/1/9999
426795,Huican,Lunn,1/7/1965,7/23/1986,1/1/9999
426818,Gaurav,Fendler,1/21/1965,2/15/1992,1/1/9999
426819,Sandeepan,Kulisch,1/13/1965,5/16/1997,1/1/9999
426824,Gopalakrishnan,Mawatari,1/25/1965,12/7/1997,1/1/9999
426958,Weijing,Viele,1/19/1965,10/3/1985,1/1/9999
427313,Utpal,Kemmerer,1/31/1965,12/4/1986,1/1/9999
427320,Mamdouh,Ramamoorthy,1/13/1965,1/13/2000,1/1/9999
427332,Feiyu,Hemaspaandra,1/20/1965,6/4/1995,1/1/9999
427571,Torsten,Ranta,1/20/1965,7/3/1995,1/1/9999
427776,Jaques,Navazio,1/25/1965,4/4/1989,1/1/9999
427805,Haldun,Compeau,1/21/1965,10/15/1997,1/1/9999
427823,Jaques,Gecsei,1/18/1965,7/13/1999,1/1/9999
427852,Adil,Kieras,1/2/1965,7/20/1992,1/1/9999
428082,Ronghao,Alpin,1/9/1965,9/11/1991,1/1/9999
428160,Jamaludin,Kalorkoti,1/12/1965,9/6/1998,1/1/9999
428195,Hatsukazu,Rosca,1/11/1965,8/2/1993,1/1/9999
428219,Ghassan,Androutsos,1/21/1965,12/26/1987,1/1/9999
428917,Theron,Billawala,1/23/1965,2/17/1989,1/1/9999
429087,Hugh,Senzako,1/27/1965,10/15/1992,1/1/9999
429231,Kazuyasu,Schmiedel,1/9/1965,9/7/1985,1/1/9999
429238,Mona,Luck,1/29/1965,5/11/1989,1/1/9999
429249,Alassane,Wolniewicz,1/28/1965,11/9/1993,1/1/9999
429316,Seshu,Hiraishi,1/8/1965,8/10/1994,1/1/9999
429381,Limsoon,Roohalamini,1/6/1965,11/26/1986,1/1/9999
429481,Subhada,Emmerich,1/9/1965,3/6/1996,1/1/9999
429520,Yongqiao,Francisci,1/6/1965,12/1/1999,1/1/9999
429532,Bartek,Vendrig,1/25/1965,6/6/1992,1/1/9999
429569,Fumiya,Chappelet,1/3/1965,9/3/1992,1/1/9999
429703,Ung,Honglei,1/6/1965,9/2/1986,1/1/9999
429899,Ranan,Marsiglia,1/30/1965,8/13/1999,1/1/9999
429954,Renny,Gladwell,1/26/1965,2/27/1999,1/1/9999
430054,Erzsebet,Setiz,1/22/1965,6/10/1993,1/1/9999
430558,Xiong,Roisin,1/7/1965,3/1/1988,1/1/9999
430593,Janalee,Lanzelotte,1/19/1965,12/1/1997,1/1/9999
